datetime,ShortDate,Hour,DateConvert,Chicago,Temp_Farenheit
1/1/2016 0:00,1/1/2016,0,423700,269.4705227,25.37694085
1/1/2016 1:00,1/1/2016,1,423701,269.01,24.548
1/1/2016 2:00,1/1/2016,2,423702,268.8315,24.2267
1/1/2016 3:00,1/1/2016,3,423703,268.31,23.288
1/1/2016 4:00,1/1/2016,4,423704,268.59,23.792
1/1/2016 5:00,1/1/2016,5,423705,268.5874748,23.78745461
1/1/2016 6:00,1/1/2016,6,423706,268.32,23.306
1/1/2016 7:00,1/1/2016,7,423707,267.47,21.776
1/1/2016 8:00,1/1/2016,8,423708,267.4050483,21.65908694
1/1/2016 9:00,1/1/2016,9,423709,267.03,20.984
1/1/2016 10:00,1/1/2016,10,4237010,266.37,19.796
1/1/2016 11:00,1/1/2016,11,4237011,266.79,20.552
1/1/2016 12:00,1/1/2016,12,4237012,267.15,21.2
1/1/2016 13:00,1/1/2016,13,4237013,267.82,22.406
1/1/2016 14:00,1/1/2016,14,4237014,268.59,23.792
1/1/2016 15:00,1/1/2016,15,4237015,268.86,24.278
1/1/2016 16:00,1/1/2016,16,4237016,269.45,25.34
1/1/2016 17:00,1/1/2016,17,4237017,269.79,25.952
1/1/2016 18:00,1/1/2016,18,4237018,269.7917971,25.95523484
1/1/2016 19:00,1/1/2016,19,4237019,270.48,27.194
1/1/2016 20:00,1/1/2016,20,4237020,270.64,27.482
1/1/2016 21:00,1/1/2016,21,4237021,271.04,28.202
1/1/2016 22:00,1/1/2016,22,4237022,271.0379584,28.19832513
1/1/2016 23:00,1/1/2016,23,4237023,270.4254792,27.09586256
1/2/2016 0:00,1/2/2016,0,423710,271.24,28.562
1/2/2016 1:00,1/2/2016,1,423711,271.472791,28.98102378
1/2/2016 2:00,1/2/2016,2,423712,271.71,29.408
1/2/2016 3:00,1/2/2016,3,423713,271.38,28.814
1/2/2016 4:00,1/2/2016,4,423714,271.3711113,28.79800028
1/2/2016 5:00,1/2/2016,5,423715,270.47,27.176
1/2/2016 6:00,1/2/2016,6,423716,269.95,26.24
1/2/2016 7:00,1/2/2016,7,423717,269.950017,26.24003052
1/2/2016 8:00,1/2/2016,8,423718,269.99,26.312
1/2/2016 9:00,1/2/2016,9,423719,269.32,25.106
1/2/2016 10:00,1/2/2016,10,4237110,268.6,23.81
1/2/2016 11:00,1/2/2016,11,4237111,267.99,22.712
1/2/2016 12:00,1/2/2016,12,4237112,267.43,21.704
1/2/2016 13:00,1/2/2016,13,4237113,266.81,20.588
1/2/2016 14:00,1/2/2016,14,4237114,267.59,21.992
1/2/2016 15:00,1/2/2016,15,4237115,268.73,24.044
1/2/2016 16:00,1/2/2016,16,4237116,270.9,27.95
1/2/2016 17:00,1/2/2016,17,4237117,270.8707664,27.89737949
1/2/2016 18:00,1/2/2016,18,4237118,271.89,29.732
1/2/2016 19:00,1/2/2016,19,4237119,273.02,31.766
1/2/2016 20:00,1/2/2016,20,4237120,272.8920615,31.53571066
1/2/2016 21:00,1/2/2016,21,4237121,273.59,32.792
1/2/2016 22:00,1/2/2016,22,4237122,272.84,31.442
1/2/2016 23:00,1/2/2016,23,4237123,272.8325661,31.42861904
1/3/2016 0:00,1/3/2016,0,423720,272.4644284,30.76597118
1/3/2016 1:00,1/3/2016,1,423721,272.09,30.092
1/3/2016 2:00,1/3/2016,2,423722,271.7056603,29.4001885
1/3/2016 3:00,1/3/2016,3,423723,271.79,29.552
1/3/2016 4:00,1/3/2016,4,423724,270.82,27.806
1/3/2016 5:00,1/3/2016,5,423725,270.56,27.338
1/3/2016 6:00,1/3/2016,6,423726,269.69,25.772
1/3/2016 7:00,1/3/2016,7,423727,269.13,24.764
1/3/2016 8:00,1/3/2016,8,423728,268.72,24.026
1/3/2016 9:00,1/3/2016,9,423729,268.7188573,24.02394321
1/3/2016 10:00,1/3/2016,10,4237210,268.9490403,24.43827245
1/3/2016 11:00,1/3/2016,11,4237211,268.17,23.036
1/3/2016 12:00,1/3/2016,12,4237212,268.471162,23.57809161
1/3/2016 13:00,1/3/2016,13,4237213,268.79,24.152
1/3/2016 14:00,1/3/2016,14,4237214,270.1157661,26.53837895
1/3/2016 15:00,1/3/2016,15,4237215,270.15,26.6
1/3/2016 16:00,1/3/2016,16,4237216,270.8765212,27.90773816
1/3/2016 17:00,1/3/2016,17,4237217,271.66,29.318
1/3/2016 18:00,1/3/2016,18,4237218,272.13,30.164
1/3/2016 19:00,1/3/2016,19,4237219,272.1004023,30.11072414
1/3/2016 20:00,1/3/2016,20,4237220,271.88,29.714
1/3/2016 21:00,1/3/2016,21,4237221,271.7631597,29.5036875
1/3/2016 22:00,1/3/2016,22,4237222,271.63,29.264
1/3/2016 23:00,1/3/2016,23,4237223,271.4116253,28.87092548
1/4/2016 0:00,1/4/2016,0,423730,271.12,28.346
1/4/2016 1:00,1/4/2016,1,423731,271.0246939,28.17444903
1/4/2016 2:00,1/4/2016,2,423732,270.91,27.968
1/4/2016 3:00,1/4/2016,3,423733,270.788824,27.74988324
1/4/2016 4:00,1/4/2016,4,423734,270.65,27.5
1/4/2016 5:00,1/4/2016,5,423735,270.24,26.762
1/4/2016 6:00,1/4/2016,6,423736,270.239578,26.76124045
1/4/2016 7:00,1/4/2016,7,423737,269.6666162,25.72990921
1/4/2016 8:00,1/4/2016,8,423738,269.63,25.664
1/4/2016 9:00,1/4/2016,9,423739,269.48,25.394
1/4/2016 10:00,1/4/2016,10,4237310,269.4829584,25.39932512
1/4/2016 11:00,1/4/2016,11,4237311,269.8,25.97
1/4/2016 12:00,1/4/2016,12,4237312,270.08,26.474
1/4/2016 13:00,1/4/2016,13,4237313,269.72,25.826
1/4/2016 14:00,1/4/2016,14,4237314,270.05,26.42
1/4/2016 15:00,1/4/2016,15,4237315,270.97,28.076
1/4/2016 16:00,1/4/2016,16,4237316,271.31,28.688
1/4/2016 17:00,1/4/2016,17,4237317,271.96,29.858
1/4/2016 18:00,1/4/2016,18,4237318,271.9629914,29.86338453
1/4/2016 19:00,1/4/2016,19,4237319,272.32,30.506
1/4/2016 20:00,1/4/2016,20,4237320,272.2689593,30.41412666
1/4/2016 21:00,1/4/2016,21,4237321,271.95,29.84
1/4/2016 22:00,1/4/2016,22,4237322,271.7749183,29.52485296
1/4/2016 23:00,1/4/2016,23,4237323,271.59,29.192
1/5/2016 0:00,1/5/2016,0,423740,271.1182768,28.34289817
1/5/2016 1:00,1/5/2016,1,423741,270.62,27.446
1/5/2016 2:00,1/5/2016,2,423742,269.5883946,25.58911034
1/5/2016 3:00,1/5/2016,3,423743,269.41,25.268
1/5/2016 4:00,1/5/2016,4,423744,268.19,23.072
1/5/2016 5:00,1/5/2016,5,423745,268.1852256,23.06340601
1/5/2016 6:00,1/5/2016,6,423746,266.65,20.3
1/5/2016 7:00,1/5/2016,7,423747,265.82,18.806
1/5/2016 8:00,1/5/2016,8,423748,265.8736702,18.90260636
1/5/2016 9:00,1/5/2016,9,423749,265.99,19.112
1/5/2016 10:00,1/5/2016,10,4237410,265.9851717,19.10330911
1/5/2016 11:00,1/5/2016,11,4237411,265.98,19.094
1/5/2016 12:00,1/5/2016,12,4237412,265.6,18.41
1/5/2016 13:00,1/5/2016,13,4237413,265.56,18.338
1/5/2016 14:00,1/5/2016,14,4237414,267,20.93
1/5/2016 15:00,1/5/2016,15,4237415,268.57,23.756
1/5/2016 16:00,1/5/2016,16,4237416,270.84,27.842
1/5/2016 17:00,1/5/2016,17,4237417,270.8126812,27.7928262
1/5/2016 18:00,1/5/2016,18,4237418,273.32,32.306
1/5/2016 19:00,1/5/2016,19,4237419,274.09,33.692
1/5/2016 20:00,1/5/2016,20,4237420,274.12,33.746
1/5/2016 21:00,1/5/2016,21,4237421,273.9209343,33.38768166
1/5/2016 22:00,1/5/2016,22,4237422,273.46,32.558
1/5/2016 23:00,1/5/2016,23,4237423,272.0316074,29.98689326
1/6/2016 0:00,1/6/2016,0,423750,272.15,30.2
1/6/2016 1:00,1/6/2016,1,423751,271.8636533,29.684576
1/6/2016 2:00,1/6/2016,2,423752,271.56,29.138
1/6/2016 3:00,1/6/2016,3,423753,270.9,27.95
1/6/2016 4:00,1/6/2016,4,423754,270.8983517,27.94703308
1/6/2016 5:00,1/6/2016,5,423755,270.37,26.996
1/6/2016 6:00,1/6/2016,6,423756,270.09,26.492
1/6/2016 7:00,1/6/2016,7,423757,270.12,26.546
1/6/2016 8:00,1/6/2016,8,423758,269.84,26.042
1/6/2016 9:00,1/6/2016,9,423759,269.82,26.006
1/6/2016 10:00,1/6/2016,10,4237510,269.35,25.16
1/6/2016 11:00,1/6/2016,11,4237511,269.2,24.89
1/6/2016 12:00,1/6/2016,12,4237512,268.72,24.026
1/6/2016 13:00,1/6/2016,13,4237513,268.66,23.918
1/6/2016 14:00,1/6/2016,14,4237514,268.8568293,24.2722928
1/6/2016 15:00,1/6/2016,15,4237515,269.93,26.204
1/6/2016 16:00,1/6/2016,16,4237516,271.2892597,28.65066747
1/6/2016 17:00,1/6/2016,17,4237517,273.01,31.748
1/6/2016 18:00,1/6/2016,18,4237518,275.11,35.528
1/6/2016 19:00,1/6/2016,19,4237519,275.58,36.374
1/6/2016 20:00,1/6/2016,20,4237520,275.5176483,36.26176694
1/6/2016 21:00,1/6/2016,21,4237521,275.59,36.392
1/6/2016 22:00,1/6/2016,22,4237522,275.24,35.762
1/6/2016 23:00,1/6/2016,23,4237523,275.2380999,35.75857985
1/7/2016 0:00,1/7/2016,0,423760,275.0665644,35.44981598
1/7/2016 1:00,1/7/2016,1,423761,274.89,35.132
1/7/2016 2:00,1/7/2016,2,423762,274.689926,34.77186674
1/7/2016 3:00,1/7/2016,3,423763,274.99,35.312
1/7/2016 4:00,1/7/2016,4,423764,275.19,35.672
1/7/2016 5:00,1/7/2016,5,423765,275.1803991,35.65471841
1/7/2016 6:00,1/7/2016,6,423766,275.16,35.618
1/7/2016 7:00,1/7/2016,7,423767,274.98,35.294
1/7/2016 8:00,1/7/2016,8,423768,274.89,35.132
1/7/2016 9:00,1/7/2016,9,423769,274.64,34.682
1/7/2016 10:00,1/7/2016,10,4237610,274.48,34.394
1/7/2016 11:00,1/7/2016,11,4237611,274.55,34.52
1/7/2016 12:00,1/7/2016,12,4237612,274.5514857,34.52267434
1/7/2016 13:00,1/7/2016,13,4237613,274.58,34.574
1/7/2016 14:00,1/7/2016,14,4237614,273.9519714,33.44354857
1/7/2016 15:00,1/7/2016,15,4237615,275.25,35.78
1/7/2016 16:00,1/7/2016,16,4237616,275.8161559,36.7990807
1/7/2016 17:00,1/7/2016,17,4237617,276.44,37.922
1/7/2016 18:00,1/7/2016,18,4237618,277.35,39.56
1/7/2016 19:00,1/7/2016,19,4237619,277.8,40.37
1/7/2016 20:00,1/7/2016,20,4237620,277.7080391,40.20447032
1/7/2016 21:00,1/7/2016,21,4237621,277.99,40.712
1/7/2016 22:00,1/7/2016,22,4237622,277.22,39.326
1/7/2016 23:00,1/7/2016,23,4237623,277.1910246,39.2738443
1/8/2016 0:00,1/8/2016,0,423770,277.23,39.344
1/8/2016 1:00,1/8/2016,1,423771,277.2272503,39.33905056
1/8/2016 2:00,1/8/2016,2,423772,276.8606252,38.67912528
1/8/2016 3:00,1/8/2016,3,423773,276.97,38.876
1/8/2016 4:00,1/8/2016,4,423774,276.61,38.228
1/8/2016 5:00,1/8/2016,5,423775,276.6071058,38.22279052
1/8/2016 6:00,1/8/2016,6,423776,276.61,38.228
1/8/2016 7:00,1/8/2016,7,423777,276.57,38.156
1/8/2016 8:00,1/8/2016,8,423778,276.5456241,38.1121233
1/8/2016 9:00,1/8/2016,9,423779,276.31,37.688
1/8/2016 10:00,1/8/2016,10,4237710,276.36,37.778
1/8/2016 11:00,1/8/2016,11,4237711,276.51,38.048
1/8/2016 12:00,1/8/2016,12,4237712,276.5792838,38.17271089
1/8/2016 13:00,1/8/2016,13,4237713,276.73,38.444
1/8/2016 14:00,1/8/2016,14,4237714,276.5170454,38.06068165
1/8/2016 15:00,1/8/2016,15,4237715,276.97,38.876
1/8/2016 16:00,1/8/2016,16,4237716,277.6,40.01
1/8/2016 17:00,1/8/2016,17,4237717,278.25,41.18
1/8/2016 18:00,1/8/2016,18,4237718,278.2528932,41.18520781
1/8/2016 19:00,1/8/2016,19,4237719,279.09,42.692
1/8/2016 20:00,1/8/2016,20,4237720,278.9681743,42.47271369
1/8/2016 21:00,1/8/2016,21,4237721,278.98,42.494
1/8/2016 22:00,1/8/2016,22,4237722,278.9898235,42.51168228
1/8/2016 23:00,1/8/2016,23,4237723,279,42.53
1/9/2016 0:00,1/9/2016,0,423780,278.8885583,42.32940498
1/9/2016 1:00,1/9/2016,1,423781,278.77,42.116
1/9/2016 2:00,1/9/2016,2,423782,278.2758678,41.22656205
1/9/2016 3:00,1/9/2016,3,423783,278.81,42.188
1/9/2016 4:00,1/9/2016,4,423784,278.74,42.062
1/9/2016 5:00,1/9/2016,5,423785,278.73097,42.04574594
1/9/2016 6:00,1/9/2016,6,423786,278.22,41.126
1/9/2016 7:00,1/9/2016,7,423787,277.9,40.55
1/9/2016 8:00,1/9/2016,8,423788,277.67,40.136
1/9/2016 9:00,1/9/2016,9,423789,277.5095083,39.84711502
1/9/2016 10:00,1/9/2016,10,4237810,276.96,38.858
1/9/2016 11:00,1/9/2016,11,4237811,276.5805891,38.17506031
1/9/2016 12:00,1/9/2016,12,4237812,276.45,37.94
1/9/2016 13:00,1/9/2016,13,4237813,276.2051914,37.49934453
1/9/2016 14:00,1/9/2016,14,4237814,275.93,37.004
1/9/2016 15:00,1/9/2016,15,4237815,276.0312994,37.18633898
1/9/2016 16:00,1/9/2016,16,4237816,276.15,37.4
1/9/2016 17:00,1/9/2016,17,4237817,275.9892321,37.11061777
1/9/2016 18:00,1/9/2016,18,4237818,276.15,37.4
1/9/2016 19:00,1/9/2016,19,4237819,275.8921661,36.93589901
1/9/2016 20:00,1/9/2016,20,4237820,275.62,36.446
1/9/2016 21:00,1/9/2016,21,4237821,274.9822715,35.29808867
1/9/2016 22:00,1/9/2016,22,4237822,274.28,34.034
1/9/2016 23:00,1/9/2016,23,4237823,274.2442209,33.9695977
1/10/2016 0:00,1/10/2016,0,423790,273.88,33.314
1/10/2016 1:00,1/10/2016,1,423791,273.6749646,32.94493621
1/10/2016 2:00,1/10/2016,2,423792,273.38,32.414
1/10/2016 3:00,1/10/2016,3,423793,272.7288196,31.24187523
1/10/2016 4:00,1/10/2016,4,423794,271.96,29.858
1/10/2016 5:00,1/10/2016,5,423795,271.623561,29.25240981
1/10/2016 6:00,1/10/2016,6,423796,269.52,25.466
1/10/2016 7:00,1/10/2016,7,423797,267.84,22.442
1/10/2016 8:00,1/10/2016,8,423798,267.8503407,22.46061327
1/10/2016 9:00,1/10/2016,9,423799,267.4743482,21.78382673
1/10/2016 10:00,1/10/2016,10,4237910,267.1,21.11
1/10/2016 11:00,1/10/2016,11,4237911,268.0053009,22.73954167
1/10/2016 12:00,1/10/2016,12,4237912,265.65,18.5
1/10/2016 13:00,1/10/2016,13,4237913,264.7659839,16.90877105
1/10/2016 14:00,1/10/2016,14,4237914,263.74,15.062
1/10/2016 15:00,1/10/2016,15,4237915,262.9,13.55
1/10/2016 16:00,1/10/2016,16,4237916,263.26,14.198
1/10/2016 17:00,1/10/2016,17,4237917,263.14,13.982
1/10/2016 18:00,1/10/2016,18,4237918,263.21,14.108
1/10/2016 19:00,1/10/2016,19,4237919,262.91,13.568
1/10/2016 20:00,1/10/2016,20,4237920,262.9824655,13.69843791
1/10/2016 21:00,1/10/2016,21,4237921,262.29,12.452
1/10/2016 22:00,1/10/2016,22,4237922,261.3904964,10.83289358
1/10/2016 23:00,1/10/2016,23,4237923,260.41,9.068
1/11/2016 0:00,1/11/2016,0,423800,259.6854617,7.763831031
1/11/2016 1:00,1/11/2016,1,423801,258.9,6.35
1/11/2016 2:00,1/11/2016,2,423802,259.1823268,6.858188272
1/11/2016 3:00,1/11/2016,3,423803,258.37,5.396
1/11/2016 4:00,1/11/2016,4,423804,257.44,3.722
1/11/2016 5:00,1/11/2016,5,423805,257.440613,3.723103467
1/11/2016 6:00,1/11/2016,6,423806,256.53,2.084
1/11/2016 7:00,1/11/2016,7,423807,256.48,1.994
1/11/2016 8:00,1/11/2016,8,423808,256.4845736,2.002232529
1/11/2016 9:00,1/11/2016,9,423809,256.36,1.778
1/11/2016 10:00,1/11/2016,10,4238010,255.47,0.176
1/11/2016 11:00,1/11/2016,11,4238011,255.4890265,0.210247788
1/11/2016 12:00,1/11/2016,12,4238012,255.19,-0.328
1/11/2016 13:00,1/11/2016,13,4238013,255.400289,0.050520132
1/11/2016 14:00,1/11/2016,14,4238014,255.62,0.446
1/11/2016 15:00,1/11/2016,15,4238015,256.7203506,2.426631051
1/11/2016 16:00,1/11/2016,16,4238016,257.9,4.55
1/11/2016 17:00,1/11/2016,17,4238017,261.4,10.85
1/11/2016 18:00,1/11/2016,18,4238018,261.435776,10.9143968
1/11/2016 19:00,1/11/2016,19,4238019,262.44,12.722
1/11/2016 20:00,1/11/2016,20,4238020,263.5906243,14.79312378
1/11/2016 21:00,1/11/2016,21,4238021,264.56,16.538
1/11/2016 22:00,1/11/2016,22,4238022,265.5146598,18.25638759
1/11/2016 23:00,1/11/2016,23,4238023,266.52,20.066
1/12/2016 0:00,1/12/2016,0,423810,266.9811172,20.89601092
1/12/2016 1:00,1/12/2016,1,423811,267.48,21.794
1/12/2016 2:00,1/12/2016,2,423812,268.6005102,23.81091828
1/12/2016 3:00,1/12/2016,3,423813,268.97,24.476
1/12/2016 4:00,1/12/2016,4,423814,269.59,25.592
1/12/2016 5:00,1/12/2016,5,423815,269.5640063,25.54521135
1/12/2016 6:00,1/12/2016,6,423816,267.2,21.29
1/12/2016 7:00,1/12/2016,7,423817,265.86,18.878
1/12/2016 8:00,1/12/2016,8,423818,265.8377629,18.83797328
1/12/2016 9:00,1/12/2016,9,423819,265.43,18.104
1/12/2016 10:00,1/12/2016,10,4238110,265.02,17.366
1/12/2016 11:00,1/12/2016,11,4238111,264.21,15.908
1/12/2016 12:00,1/12/2016,12,4238112,261.98,11.894
1/12/2016 13:00,1/12/2016,13,4238113,261.9221194,11.78981499
1/12/2016 14:00,1/12/2016,14,4238114,260.52,9.266
1/12/2016 15:00,1/12/2016,15,4238115,260.0924325,8.496378444
1/12/2016 16:00,1/12/2016,16,4238116,259.59,7.592
1/12/2016 17:00,1/12/2016,17,4238117,260.45,9.14
1/12/2016 18:00,1/12/2016,18,4238118,260.4669431,9.17049763
1/12/2016 19:00,1/12/2016,19,4238119,260.9,9.95
1/12/2016 20:00,1/12/2016,20,4238120,261.6298383,11.26370903
1/12/2016 21:00,1/12/2016,21,4238121,261.51,11.048
1/12/2016 22:00,1/12/2016,22,4238122,261.2401825,10.56232853
1/12/2016 23:00,1/12/2016,23,4238123,260.95,10.04
1/13/2016 0:00,1/13/2016,0,423820,260.2810461,8.835883054
1/13/2016 1:00,1/13/2016,1,423821,259.54,7.502
1/13/2016 2:00,1/13/2016,2,423822,259.6046683,7.618402998
1/13/2016 3:00,1/13/2016,3,423823,258.85,6.26
1/13/2016 4:00,1/13/2016,4,423824,257.03,2.984
1/13/2016 5:00,1/13/2016,5,423825,257.0397634,3.00157414
1/13/2016 6:00,1/13/2016,6,423826,256.77,2.516
1/13/2016 7:00,1/13/2016,7,423827,256.6063266,2.221387918
1/13/2016 8:00,1/13/2016,8,423828,255.95,1.04
1/13/2016 9:00,1/13/2016,9,423829,255.8759098,0.906637717
1/13/2016 10:00,1/13/2016,10,4238210,255.8,0.77
1/13/2016 11:00,1/13/2016,11,4238211,255.59,0.392
1/13/2016 12:00,1/13/2016,12,4238212,255.5915099,0.394717881
1/13/2016 13:00,1/13/2016,13,4238213,255.7130096,0.613417194
1/13/2016 14:00,1/13/2016,14,4238214,256.54,2.102
1/13/2016 15:00,1/13/2016,15,4238215,257.642027,4.085648649
1/13/2016 16:00,1/13/2016,16,4238216,259.04,6.602
1/13/2016 17:00,1/13/2016,17,4238217,259.7547118,7.888481236
1/13/2016 18:00,1/13/2016,18,4238218,261.3,10.67
1/13/2016 19:00,1/13/2016,19,4238219,262.1865341,12.26576145
1/13/2016 20:00,1/13/2016,20,4238220,263.15,14
1/13/2016 21:00,1/13/2016,21,4238221,264.3551295,16.16923319
1/13/2016 22:00,1/13/2016,22,4238222,265.72,18.626
1/13/2016 23:00,1/13/2016,23,4238223,266.3153337,19.6976007
1/14/2016 0:00,1/14/2016,0,423830,267.31,21.488
1/14/2016 1:00,1/14/2016,1,423831,267.3920636,21.63571448
1/14/2016 2:00,1/14/2016,2,423832,267.49,21.812
1/14/2016 3:00,1/14/2016,3,423833,267.6449833,22.09097
1/14/2016 4:00,1/14/2016,4,423834,267.83,22.424
1/14/2016 5:00,1/14/2016,5,423835,268.97,24.476
1/14/2016 6:00,1/14/2016,6,423836,268.9707936,24.47742841
1/14/2016 7:00,1/14/2016,7,423837,269.08,24.674
1/14/2016 8:00,1/14/2016,8,423838,269.0931493,24.69766871
1/14/2016 9:00,1/14/2016,9,423839,269.4458833,25.33258996
1/14/2016 10:00,1/14/2016,10,4238310,269.82,26.006
1/14/2016 11:00,1/14/2016,11,4238311,270.3493995,26.95891908
1/14/2016 12:00,1/14/2016,12,4238312,271.53,29.084
1/14/2016 13:00,1/14/2016,13,4238313,271.8275621,29.61961181
1/14/2016 14:00,1/14/2016,14,4238314,272.18,30.254
1/14/2016 15:00,1/14/2016,15,4238315,272.7130562,31.21350114
1/14/2016 16:00,1/14/2016,16,4238316,273.37,32.396
1/14/2016 17:00,1/14/2016,17,4238317,274.0743317,33.66379697
1/14/2016 18:00,1/14/2016,18,4238318,276.43,37.904
1/14/2016 19:00,1/14/2016,19,4238319,277.4086502,39.66557034
1/14/2016 20:00,1/14/2016,20,4238320,278.49,41.612
1/14/2016 21:00,1/14/2016,21,4238321,279.1656482,42.82816683
1/14/2016 22:00,1/14/2016,22,4238322,279.93,44.204
1/14/2016 23:00,1/14/2016,23,4238323,278.2916536,41.25497645
1/15/2016 0:00,1/15/2016,0,423840,278.13,40.964
1/15/2016 1:00,1/15/2016,1,423841,278.2914423,41.25459611
1/15/2016 2:00,1/15/2016,2,423842,278.49,41.612
1/15/2016 3:00,1/15/2016,3,423843,278.512866,41.65315877
1/15/2016 4:00,1/15/2016,4,423844,278.54,41.702
1/15/2016 5:00,1/15/2016,5,423845,278.0535548,40.82639858
1/15/2016 6:00,1/15/2016,6,423846,278.65,41.9
1/15/2016 7:00,1/15/2016,7,423847,278.74,42.062
1/15/2016 8:00,1/15/2016,8,423848,278.7255563,42.03600131
1/15/2016 9:00,1/15/2016,9,423849,278.7932357,42.15782423
1/15/2016 10:00,1/15/2016,10,4238410,278.85,42.26
1/15/2016 11:00,1/15/2016,11,4238411,278.3357799,41.33440388
1/15/2016 12:00,1/15/2016,12,4238412,278.55,41.72
1/15/2016 13:00,1/15/2016,13,4238413,278.1195363,40.94516537
1/15/2016 14:00,1/15/2016,14,4238414,277.57,39.956
1/15/2016 15:00,1/15/2016,15,4238415,277.6474714,40.09544846
1/15/2016 16:00,1/15/2016,16,4238416,277.75,40.28
1/15/2016 17:00,1/15/2016,17,4238417,277.5004811,39.83086606
1/15/2016 18:00,1/15/2016,18,4238418,277.44,39.722
1/15/2016 19:00,1/15/2016,19,4238419,276.6456931,38.29224766
1/15/2016 20:00,1/15/2016,20,4238420,275.81,36.788
1/15/2016 21:00,1/15/2016,21,4238421,275.0672872,35.45111697
1/15/2016 22:00,1/15/2016,22,4238422,274.23,33.944
1/15/2016 23:00,1/15/2016,23,4238423,273.3208847,32.30759251
1/16/2016 0:00,1/16/2016,0,423850,273.63,32.864
1/16/2016 1:00,1/16/2016,1,423851,273.5488823,32.71798816
1/16/2016 2:00,1/16/2016,2,423852,273.45,32.54
1/16/2016 3:00,1/16/2016,3,423853,273.22,32.126
1/16/2016 4:00,1/16/2016,4,423854,273.2191865,32.12453563
1/16/2016 5:00,1/16/2016,5,423855,273,31.73
1/16/2016 6:00,1/16/2016,6,423856,272.87,31.496
1/16/2016 7:00,1/16/2016,7,423857,272.64,31.082
1/16/2016 8:00,1/16/2016,8,423858,272.35,30.56
1/16/2016 9:00,1/16/2016,9,423859,272.3467365,30.55412562
1/16/2016 10:00,1/16/2016,10,4238510,271.2425341,28.56656134
1/16/2016 11:00,1/16/2016,11,4238511,271.82,29.606
1/16/2016 12:00,1/16/2016,12,4238512,270.65,27.5
1/16/2016 13:00,1/16/2016,13,4238513,270.43,27.104
1/16/2016 14:00,1/16/2016,14,4238514,269.88,26.114
1/16/2016 15:00,1/16/2016,15,4238515,269.888686,26.12963478
1/16/2016 16:00,1/16/2016,16,4238516,271.14,28.382
1/16/2016 17:00,1/16/2016,17,4238517,271.58,29.174
1/16/2016 18:00,1/16/2016,18,4238518,271.19,28.472
1/16/2016 19:00,1/16/2016,19,4238519,271.04,28.202
1/16/2016 20:00,1/16/2016,20,4238520,271.0180496,28.16248926
1/16/2016 21:00,1/16/2016,21,4238521,271.0449815,28.21096665
1/16/2016 22:00,1/16/2016,22,4238522,271.05,28.22
1/16/2016 23:00,1/16/2016,23,4238523,268.6512953,23.90233146
1/17/2016 0:00,1/17/2016,0,423860,269.64,25.682
1/17/2016 1:00,1/17/2016,1,423861,268.7441279,24.06943016
1/17/2016 2:00,1/17/2016,2,423862,267.84,22.442
1/17/2016 3:00,1/17/2016,3,423863,266.84,20.642
1/17/2016 4:00,1/17/2016,4,423864,266.8248281,20.61469054
1/17/2016 5:00,1/17/2016,5,423865,263.31,14.288
1/17/2016 6:00,1/17/2016,6,423866,261.72,11.426
1/17/2016 7:00,1/17/2016,7,423867,261.7074633,11.40343396
1/17/2016 8:00,1/17/2016,8,423868,259.42,7.286
1/17/2016 9:00,1/17/2016,9,423869,259.49,7.412
1/17/2016 10:00,1/17/2016,10,4238610,257.84,4.442
1/17/2016 11:00,1/17/2016,11,4238611,257.8263968,4.41751417
1/17/2016 12:00,1/17/2016,12,4238612,258.21,5.108
1/17/2016 13:00,1/17/2016,13,4238613,256.78,2.534
1/17/2016 14:00,1/17/2016,14,4238614,256.63,2.264
1/17/2016 15:00,1/17/2016,15,4238615,256.71,2.408
1/17/2016 16:00,1/17/2016,16,4238616,256.75,2.48
1/17/2016 17:00,1/17/2016,17,4238617,257,2.93
1/17/2016 18:00,1/17/2016,18,4238618,257.0074886,2.943479475
1/17/2016 19:00,1/17/2016,19,4238619,258.42,5.486
1/17/2016 20:00,1/17/2016,20,4238620,258.71,6.008
1/17/2016 21:00,1/17/2016,21,4238621,258.6475372,5.895566879
1/17/2016 22:00,1/17/2016,22,4238622,258.49,5.612
1/17/2016 23:00,1/17/2016,23,4238623,258.240433,5.162779407
1/18/2016 0:00,1/18/2016,0,423870,257.16,3.218
1/18/2016 1:00,1/18/2016,1,423871,256.9196557,2.785380336
1/18/2016 2:00,1/18/2016,2,423872,256.67,2.336
1/18/2016 3:00,1/18/2016,3,423873,255.97,1.076
1/18/2016 4:00,1/18/2016,4,423874,255.9677657,1.071978229
1/18/2016 5:00,1/18/2016,5,423875,255.32,-0.094
1/18/2016 6:00,1/18/2016,6,423876,255.3162296,-0.100786808
1/18/2016 7:00,1/18/2016,7,423877,255.26,-0.202
1/18/2016 8:00,1/18/2016,8,423878,254.2,-2.11
1/18/2016 9:00,1/18/2016,9,423879,254.1982751,-2.113104906
1/18/2016 10:00,1/18/2016,10,4238710,253.88,-2.686
1/18/2016 11:00,1/18/2016,11,4238711,253.8802863,-2.685484572
1/18/2016 12:00,1/18/2016,12,4238712,253.53,-3.316
1/18/2016 13:00,1/18/2016,13,4238713,253.6,-3.19
